P_ID,P_Name,Category,Specs,Price,Nro_Ope,Edad_Prom,Flg_Hombre,Flg_Mujer,Per_VenL,Mes_Lanza,Prod_Rat,Flg_M5_post,Und_M6,Und_Ven,Afin_Hombre,Afin_Mujer,Edad_Pts,MesL_Pts,Grupo_Specs,Nom_Gru_Specs,Rango_Precio,Val_Ran_Precio,C1_Rat,C3_Ven,Flag_Exito,Flag_Exito2,Flag_Exito3,Flag_Exito4,Flag_Exito5,Flag_Exito6,Flag_Exito7
PD_21006873,Especially,4,become,429.79,1,50,1,0,202303,3,2.0,0,5,5,0.5274,0.0,4,-1,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21007443,Sea,4,enjoy,234.48,4,33,1,1,202305,5,1.5,0,10,30,0.5274,0.5274,7,-1,0.0,0: Sin valor temático,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21007712,Support,3,ready,374.21,1,41,1,0,202404,4,2.0,0,6,6,0.5248,0.0,2,5,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21007853,Specific,1,national,297.31,2,30,1,0,202409,9,4.0,0,5,10,0.4976,0.0,7,2,5.0,5: Entorno social,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21008416,International,3,such,306.26,1,55,1,0,202410,10,5.0,0,7,7,0.5248,0.0,3,2,0.0,0: Sin valor temático,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21008452,Knowledge,3,happy,104.8,4,27,0,1,202303,3,3.0,0,1,16,0.0,0.5248,7,2,7.0,7: Gestión emocional,De s/101 a s/200,2,1,0,0,0,1,0,0,0,0
PD_21008614,Change,3,prove,439.48,2,50,1,0,202305,5,2.5,0,9,18,0.5248,0.0,3,-1,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21009841,House,1,pattern,332.88,6,42,1,1,202308,8,2.67,0,10,47,0.4976,0.4976,2,4,0.0,0: Sin valor temático,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21009877,One,4,government,391.75,5,61,1,0,202302,2,3.2,0,1,28,0.5274,0.0,1,2,5.0,5: Entorno social,De s/301 a s/400,4,1,0,0,0,1,0,0,0,0
PD_21000539,Site,1,relate,436.4,4,47,1,1,202311,11,3.75,0,4,18,0.4976,0.4976,2,-1,0.0,0: Sin valor temático,De s/401 a s/500,5,1,0,0,0,1,0,0,0,0
PD_21000735,Rate,3,trip,487.26,2,31,1,1,202311,11,3.0,0,9,13,0.5248,0.5248,7,-1,7.0,7: Gestión emocional,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21000757,Majority,4,throw,41.82,1,56,1,0,202312,12,1.0,0,8,8,0.5274,0.0,1,1,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21005079,Decide,1,opportunity,322.79,4,51,1,1,202301,1,2.75,0,5,16,0.4976,0.4976,3,5,2.0,2: Desarrollo personal,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21005380,Camera,4,father,308.31,1,40,1,0,202312,12,4.0,0,10,10,0.5274,0.0,2,1,3.0,3: Entorno familiar,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21008520,Sure,1,fight,458.7,4,36,1,1,202304,4,3.25,0,2,28,0.4976,0.4976,4,2,0.0,0: Sin valor temático,De s/401 a s/500,5,1,0,0,0,1,0,0,0,0
PD_21009585,Oil,3,above,142.65,2,54,0,1,202403,3,2.0,0,6,12,0.0,0.5248,3,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21005755,Your,4,inside,128.66,5,51,1,1,202305,5,2.6,0,2,38,0.5274,0.5274,4,-1,6.0,6: Hogar,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21006342,Wind,4,attention,380.68,3,42,1,0,202304,4,2.0,0,9,23,0.5274,0.0,3,5,2.0,2: Desarrollo personal,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21006634,Media,4,address,276.16,3,31,1,0,202305,5,3.67,0,10,25,0.5274,0.0,7,-1,6.0,6: Hogar,De s/201 a s/300,3,1,0,0,0,1,0,0,0,0
PD_21008854,Walk,2,build,224.27,2,28,0,1,202305,5,3.5,0,7,11,0.0,0.498,6,-1,0.0,0: Sin valor temático,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21009350,Blood,3,sure,314.5,3,47,0,1,202311,11,3.33,0,4,12,0.0,0.5248,4,-1,7.0,7: Gestión emocional,De s/301 a s/400,4,1,0,0,0,1,0,0,0,0
PD_21003567,Difference,4,say,184.72,3,49,1,1,202312,12,1.0,1,8,14,0.5274,0.5274,4,1,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,1,1,1,0
PD_21000611,Season,4,among,260.67,2,40,1,0,202410,10,4.5,0,8,16,0.5274,0.0,2,2,0.0,0: Sin valor temático,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21001059,Teach,0,base,215.01,3,36,1,1,202301,1,2.33,0,9,16,0.4954,0.4954,3,1,6.0,6: Hogar,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21001210,Himself,4,guess,184.05,2,37,0,1,202304,4,4.0,0,5,10,0.0,0.5274,2,5,0.0,0: Sin valor temático,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21001752,Small,4,prevent,135.69,4,55,0,1,202401,1,2.25,0,8,32,0.0,0.5274,4,5,0.0,0: Sin valor temático,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21001972,Purpose,1,process,405.35,3,60,1,1,202306,6,0.67,0,3,8,0.4976,0.4976,1,2,10.0,10: Innovación,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21003338,Ago,2,another,197.86,3,33,1,0,202401,1,1.0,0,3,12,0.498,0.0,6,3,0.0,0: Sin valor temático,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21004359,Up,3,significant,62.05,3,49,1,1,202301,1,1.33,0,10,25,0.5248,0.5248,3,2,2.0,2: Desarrollo personal,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21004664,Since,2,sister,45.99,3,46,1,0,202411,11,2.0,0,7,21,0.498,0.0,1,2,3.0,3: Entorno familiar,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21004845,Keep,3,effect,228.77,4,37,0,1,202304,4,2.5,0,4,16,0.0,0.5248,2,5,0.0,0: Sin valor temático,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21004930,Four,0,skill,32.52,2,26,0,1,202304,4,0.5,0,2,4,0.0,0.4954,7,2,2.0,2: Desarrollo personal,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21005030,Quite,4,matter,375.89,3,56,1,1,202310,10,2.33,0,4,9,0.5274,0.5274,1,2,8.0,8: Cuidado personal,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21005213,Leave,0,score,185.45,8,49,1,1,202302,2,3.25,0,4,40,0.4954,0.4954,2,1,2.0,2: Desarrollo personal,De s/101 a s/200,2,1,0,0,0,1,0,0,0,0
PD_21006172,Thus,4,traditional,309.48,1,36,1,0,202403,3,3.0,0,3,3,0.5274,0.0,2,-1,8.0,8: Cuidado personal,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21006772,Investment,3,catch,261.14,2,20,0,1,202403,3,1.5,0,4,8,0.0,0.5248,5,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21007046,Behavior,0,bar,37.67,2,20,1,0,202412,12,4.0,0,6,12,0.4954,0.0,6,0,4.0,4: Entorno laboral,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21007360,Writer,2,send,296.46,2,26,0,1,202412,12,4.5,0,1,2,0.0,0.498,6,2,0.0,0: Sin valor temático,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21007471,Happy,4,top,191.91,1,62,1,0,202305,5,1.0,0,7,7,0.5274,0.0,1,-1,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21007535,Discussion,4,worker,70.74,4,48,1,1,202303,3,3.5,0,16,29,0.5274,0.5274,3,-1,4.0,4: Entorno laboral,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21007727,Material,0,behavior,46.26,2,40,0,1,202301,1,4.5,0,3,6,0.0,0.4954,3,1,5.0,5: Entorno social,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21007879,Mean,0,need,236.29,4,65,0,1,202306,6,2.25,0,4,16,0.0,0.4954,5,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21008756,Behavior,2,many,271.78,2,38,1,1,202312,12,1.5,0,6,16,0.498,0.498,3,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21008923,In,2,because,186.29,1,62,0,1,202305,5,2.0,0,9,9,0.0,0.498,4,-1,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21009163,Company,1,financial,456.15,3,53,0,1,202409,9,4.33,0,6,18,0.0,0.4976,3,2,4.0,4: Entorno laboral,De s/401 a s/500,5,1,0,0,0,1,0,0,0,0
PD_21009371,All,2,generation,302.56,2,29,0,1,202311,11,1.5,0,9,14,0.0,0.498,6,2,10.0,10: Innovación,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21009730,Amount,2,account,409.45,4,45,1,1,202401,1,1.25,0,4,15,0.498,0.498,1,3,4.0,4: Entorno laboral,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21009746,Public,2,note,201.84,2,65,1,0,202409,9,2.0,0,6,12,0.498,0.0,5,5,7.0,7: Gestión emocional,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21000926,Election,1,need,468.4,3,44,1,1,202303,3,1.67,0,6,18,0.4976,0.4976,2,1,0.0,0: Sin valor temático,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21004513,Spring,0,leader,69.73,2,37,0,1,202305,5,1.5,0,3,4,0.0,0.4954,3,6,4.0,4: Entorno laboral,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21006113,Look,2,now,360.42,4,23,0,1,202402,2,3.25,0,3,12,0.0,0.498,7,2,0.0,0: Sin valor temático,De s/301 a s/400,4,1,0,0,0,1,0,0,0,0
PD_21006706,Guy,4,pattern,239.93,4,40,0,1,202302,2,2.5,0,1,21,0.0,0.5274,2,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21006766,Agree,1,collection,305.82,3,49,0,1,202304,4,1.67,0,5,23,0.0,0.4976,3,2,4.0,4: Entorno laboral,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21008198,Analysis,0,factor,110.7,3,67,1,0,202307,7,2.33,0,1,6,0.4954,0.0,5,5,0.0,0: Sin valor temático,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21008491,Future,1,business,126.06,1,18,0,1,202302,2,1.0,0,4,4,0.0,0.4976,6,2,5.0,5: Entorno social,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21000984,Government,4,common,420.56,2,38,1,0,202310,10,3.5,0,2,4,0.5274,0.0,2,2,8.0,8: Cuidado personal,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21002844,Maybe,1,wish,425.05,2,30,1,1,202301,1,2.0,0,6,13,0.4976,0.4976,7,5,7.0,7: Gestión emocional,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21003143,Radio,4,history,485.06,1,52,1,0,202304,4,4.0,0,1,1,0.5274,0.0,4,5,5.0,5: Entorno social,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21005774,Crime,0,energy,274.62,5,50,1,1,202308,8,1.2,0,10,31,0.4954,0.4954,2,2,2.0,2: Desarrollo personal,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21006124,End,2,environmental,414.01,5,48,1,1,202302,2,4.0,0,4,20,0.498,0.498,1,2,6.0,6: Hogar,De s/401 a s/500,5,1,0,0,0,1,0,0,0,0
PD_21008898,No,2,enjoy,39.9,4,60,1,1,202304,4,1.75,0,8,27,0.498,0.498,4,5,0.0,0: Sin valor temático,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21009149,Tough,0,team,371.12,3,44,1,1,202311,11,2.67,0,6,26,0.4954,0.4954,4,2,3.0,3: Entorno familiar,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21000152,With,2,per,318.07,4,44,1,1,202307,7,3.25,1,13,29,0.498,0.498,1,-1,0.0,0: Sin valor temático,De s/301 a s/400,4,1,0,0,1,1,0,1,0,0
PD_21009869,Seek,4,offer,370.31,4,34,1,1,202302,2,2.75,0,9,37,0.5274,0.5274,7,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21001394,Class,1,while,93.63,4,41,1,1,202309,9,2.0,1,4,19,0.4976,0.4976,4,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,0,0,0,0,0,1,0,0
PD_21008075,Owner,4,poor,143.52,3,57,1,1,202304,4,2.0,1,16,20,0.5274,0.5274,1,5,7.0,7: Gestión emocional,De s/101 a s/200,2,0,1,0,0,0,1,1,1,0
PD_21003893,Discuss,3,test,120.6,3,46,1,0,202301,1,4.0,1,18,28,0.5248,0.0,4,2,2.0,2: Desarrollo personal,De s/101 a s/200,2,1,1,1,1,1,1,1,1,1
PD_21007454,Single,2,join,181.49,3,48,1,1,202309,9,4.67,1,9,17,0.498,0.498,1,5,0.0,0: Sin valor temático,De s/101 a s/200,2,1,1,1,1,1,1,1,1,1
PD_21008115,Gas,1,hospital,468.85,4,36,1,1,202304,4,1.75,1,13,22,0.4976,0.4976,4,2,9.0,9: Instituciones,De s/401 a s/500,5,0,1,0,0,0,1,1,1,0
PD_21004313,Performance,1,rate,254.59,9,44,1,1,202301,1,2.67,1,11,42,0.4976,0.4976,2,5,4.0,4: Entorno laboral,De s/201 a s/300,3,0,0,0,0,0,0,1,0,0
PD_21000242,Already,1,eye,274.53,3,42,1,1,202309,9,1.67,0,8,13,0.4976,0.4976,2,2,8.0,8: Cuidado personal,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21003871,Item,2,parent,111.99,3,40,1,0,202312,12,3.0,0,7,15,0.498,0.0,3,2,3.0,3: Entorno familiar,De s/101 a s/200,2,1,0,0,0,1,0,0,0,0
PD_21004031,Chair,4,clear,358.97,4,27,1,0,202309,9,3.5,0,8,32,0.5274,0.0,7,2,8.0,8: Cuidado personal,De s/301 a s/400,4,1,0,0,0,1,0,0,0,0
PD_21004051,North,0,laugh,72.09,1,52,1,0,202312,12,4.0,0,6,6,0.4954,0.0,2,0,7.0,7: Gestión emocional,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21004239,Light,4,center,178.03,1,70,0,1,202411,11,1.0,0,10,10,0.0,0.5274,5,-4,6.0,6: Hogar,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21005505,Join,2,performance,173.5,3,41,0,1,202308,8,4.67,0,8,24,0.0,0.498,3,2,2.0,2: Desarrollo personal,De s/101 a s/200,2,1,0,0,0,1,0,0,0,0
PD_21007081,Their,2,me,266.77,3,45,1,1,202311,11,1.67,0,8,23,0.498,0.498,1,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21007128,Anyone,1,democratic,376.88,3,43,1,1,202302,2,2.67,0,4,16,0.4976,0.4976,2,2,5.0,5: Entorno social,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21007361,Realize,0,front,294.66,2,25,0,1,202402,2,3.0,0,3,6,0.0,0.4954,6,1,6.0,6: Hogar,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21007431,Continue,0,seem,368.45,2,22,1,0,202305,5,3.5,0,6,12,0.4954,0.0,6,6,0.0,0: Sin valor temático,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21008289,Outside,4,voice,234.2,2,26,1,0,202301,1,2.0,0,3,6,0.5274,0.0,7,5,1.0,1: Arte y creatividad,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21008648,Go,2,change,367.34,2,55,1,1,202302,2,1.0,0,4,5,0.498,0.498,2,2,7.0,7: Gestión emocional,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21009534,List,3,value,10.75,1,58,0,1,202410,10,5.0,0,2,2,0.0,0.5248,1,2,4.0,4: Entorno laboral,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21009722,Hour,4,something,228.21,4,23,1,0,202310,10,2.75,0,9,36,0.5274,0.0,6,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21001648,,1,use,25.8,1,37,1,0,202406,6,5.0,0,6,6,0.4976,0.0,4,2,0.0,0: Sin valor temático,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21001890,Painting,1,discover,216.0,6,45,1,0,202305,5,2.83,0,4,22,0.4976,0.0,2,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21001961,Visit,2,easy,51.56,1,48,1,0,202403,3,1.0,0,2,2,0.498,0.0,1,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21006469,Sense,2,evidence,344.8,3,51,1,0,202305,5,0.67,0,8,22,0.498,0.0,2,-1,2.0,2: Desarrollo personal,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21007942,Difference,2,one,13.27,2,25,1,0,202304,4,3.5,0,9,18,0.498,0.0,7,5,0.0,0: Sin valor temático,De s/10 a s/100,1,1,1,0,0,1,0,0,1,1
PD_21001184,Example,0,young,386.03,3,45,0,1,202405,5,1.33,0,6,18,0.0,0.4954,4,6,3.0,3: Entorno familiar,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21001693,Agent,0,physical,135.69,2,40,1,1,202305,5,1.0,0,6,10,0.4954,0.4954,3,6,9.0,9: Instituciones,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21002131,Teach,4,budget,107.88,2,27,1,0,202305,5,2.5,0,3,6,0.5274,0.0,7,-1,4.0,4: Entorno laboral,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21003301,Really,4,together,322.52,2,34,1,1,202302,2,2.5,0,3,5,0.5274,0.5274,7,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21004145,Live,3,stand,204.93,4,61,0,1,202301,1,2.0,0,10,23,0.0,0.5248,1,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,0,0,0,0,0,0,0,0
PD_21004605,Can,0,more,59.45,2,38,1,1,202301,1,1.5,0,9,15,0.4954,0.4954,3,1,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21006302,Particular,4,trade,295.11,3,59,0,1,202302,2,4.0,0,1,3,0.0,0.5274,1,2,4.0,4: Entorno laboral,De s/201 a s/300,3,1,0,0,0,1,0,0,0,0
PD_21007877,Shake,4,doctor,442.74,3,41,1,1,202304,4,3.0,0,8,24,0.5274,0.5274,2,5,9.0,9: Instituciones,De s/401 a s/500,5,1,0,0,0,1,0,0,0,0
PD_21001370,Yes,3,figure,326.27,4,50,1,1,202311,11,2.0,1,8,21,0.5248,0.5248,3,-1,1.0,1: Arte y creatividad,De s/301 a s/400,4,0,0,0,0,0,0,1,0,0
PD_21007071,Film,3,difference,26.54,3,44,0,1,202408,8,1.0,1,18,28,0.0,0.5248,4,5,0.0,0: Sin valor temático,De s/10 a s/100,1,0,1,0,0,0,1,1,1,0
PD_21000577,To,3,worker,292.97,3,66,0,1,202405,5,2.0,1,12,17,0.0,0.5248,6,-1,4.0,4: Entorno laboral,De s/201 a s/300,3,0,1,0,0,0,1,1,1,0
PD_21000149,List,1,machine,197.27,1,19,0,1,202307,7,4.0,0,5,5,0.0,0.4976,6,0,4.0,4: Entorno laboral,De s/101 a s/200,2,1,1,0,0,1,0,0,1,1
PD_21000208,Bring,0,region,129.0,3,42,1,1,202312,12,1.0,0,2,18,0.4954,0.4954,4,0,0.0,0: Sin valor temático,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21000694,Four,2,worry,429.82,1,39,0,1,202404,4,1.0,0,7,7,0.0,0.498,3,5,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21000743,Final,3,as,381.37,6,43,0,1,202308,8,3.5,0,7,36,0.0,0.5248,4,5,0.0,0: Sin valor temático,De s/301 a s/400,4,1,0,0,0,1,0,0,0,0
PD_21001435,Whose,4,religious,462.84,1,65,1,0,202411,11,5.0,0,2,2,0.5274,0.0,5,-4,5.0,5: Entorno social,De s/401 a s/500,5,1,1,0,0,1,0,0,1,1
PD_21001758,Drive,2,type,149.98,1,34,1,0,202312,12,1.0,0,2,2,0.498,0.0,6,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21002231,People,2,fund,219.53,1,37,1,0,202309,9,5.0,0,5,5,0.498,0.0,3,5,0.0,0: Sin valor temático,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21002330,Need,3,worker,154.63,4,36,1,1,202305,5,1.75,0,1,4,0.5248,0.5248,2,-1,4.0,4: Entorno laboral,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21002471,Laugh,1,simply,301.3,3,61,1,1,202305,5,2.33,0,2,9,0.4976,0.4976,1,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,0,0,0,0,0,0,0,0
PD_21003442,Research,3,apply,320.53,1,44,0,1,202404,4,5.0,0,6,6,0.0,0.5248,4,5,0.0,0: Sin valor temático,De s/301 a s/400,4,1,1,0,0,1,0,0,1,1
PD_21006035,Plant,0,stock,142.98,2,31,1,1,202311,11,1.5,0,3,5,0.4954,0.4954,7,2,4.0,4: Entorno laboral,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21006146,Kid,3,fact,109.2,3,36,0,1,202305,5,1.67,0,5,11,0.0,0.5248,2,-1,0.0,0: Sin valor temático,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21006944,Card,2,year,90.62,2,64,1,1,202304,4,3.5,0,1,11,0.498,0.498,5,5,0.0,0: Sin valor temático,De s/10 a s/100,1,1,0,0,0,1,0,0,0,0
PD_21008133,Same,4,with,232.37,1,45,0,1,202312,12,3.0,0,10,10,0.0,0.5274,3,1,0.0,0: Sin valor temático,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21008646,Community,3,together,124.84,4,53,1,1,202301,1,2.5,0,3,24,0.5248,0.5248,3,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21009761,Spend,2,local,498.92,1,61,1,0,202303,3,1.0,0,8,8,0.498,0.0,4,2,6.0,6: Hogar,De s/401 a s/500,5,0,1,0,0,0,0,0,1,0
PD_21009917,Not,3,I,286.54,6,50,1,1,202304,4,3.0,0,10,45,0.5248,0.5248,3,5,0.0,0: Sin valor temático,De s/201 a s/300,3,1,0,0,0,1,0,0,0,0
PD_21009971,Yet,4,them,366.46,2,22,0,1,202312,12,2.0,0,7,14,0.0,0.5274,6,1,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,0,0,1,0
PD_21001931,Mr,0,benefit,28.84,4,39,1,1,202302,2,1.75,0,4,28,0.4954,0.4954,3,1,2.0,2: Desarrollo personal,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21003800,Agreement,0,try,105.48,2,25,1,0,202311,11,1.0,0,1,5,0.4954,0.0,6,2,0.0,0: Sin valor temático,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21006889,Case,0,picture,92.62,5,30,0,1,202310,10,2.8,0,6,30,0.0,0.4954,7,5,1.0,1: Arte y creatividad,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21007603,Fast,2,get,49.85,4,35,1,1,202312,12,1.75,1,9,21,0.498,0.498,3,2,0.0,0: Sin valor temático,De s/10 a s/100,1,0,0,0,0,0,0,1,0,0
PD_21008556,Perhaps,0,game,184.81,4,32,1,1,202307,7,1.0,0,2,30,0.4954,0.4954,7,5,2.0,2: Desarrollo personal,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21000580,Trade,1,analysis,464.61,3,49,1,1,202303,3,3.67,0,6,22,0.4976,0.4976,3,1,5.0,5: Entorno social,De s/401 a s/500,5,1,0,0,0,1,0,0,0,0
PD_21000655,Bar,2,film,57.0,3,51,0,1,202306,6,2.67,0,2,20,0.0,0.498,2,0,5.0,5: Entorno social,De s/10 a s/100,1,0,0,0,0,0,0,0,0,0
PD_21002800,To,1,success,93.38,5,56,1,1,202302,2,3.6,0,4,25,0.4976,0.4976,1,2,0.0,0: Sin valor temático,De s/10 a s/100,1,1,0,0,0,1,0,0,0,0
PD_21003001,Interest,3,help,164.75,2,29,1,0,202412,12,2.0,0,9,18,0.5248,0.0,7,2,7.0,7: Gestión emocional,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21003598,Later,0,agreement,141.74,3,35,1,1,202306,6,2.67,0,1,16,0.4954,0.4954,3,2,4.0,4: Entorno laboral,De s/101 a s/200,2,0,0,0,0,0,0,0,0,0
PD_21004889,Buy,3,recognize,232.98,4,51,1,1,202310,10,4.0,0,4,16,0.5248,0.5248,3,2,0.0,0: Sin valor temático,De s/201 a s/300,3,1,0,0,0,1,0,0,0,0
PD_21005570,Provide,0,best,286.47,4,62,0,1,202404,4,2.75,0,10,16,0.0,0.4954,1,2,0.0,0: Sin valor temático,De s/201 a s/300,3,0,1,0,0,0,0,0,1,0
PD_21006108,Of,2,drop,233.02,3,24,1,1,202312,12,4.0,0,9,13,0.498,0.498,7,2,0.0,0: Sin valor temático,De s/201 a s/300,3,1,1,0,0,1,0,0,1,1
PD_21007888,Three,4,experience,93.36,2,39,0,1,202409,9,2.0,0,2,4,0.0,0.5274,2,2,2.0,2: Desarrollo personal,De s/10 a s/100,1,0,1,0,0,0,0,0,1,0
PD_21008924,Reality,4,foreign,409.42,6,32,1,1,202301,1,1.67,0,8,29,0.5274,0.5274,7,5,5.0,5: Entorno social,De s/401 a s/500,5,0,0,0,0,0,0,0,0,0
PD_21009708,Situation,2,and,185.36,1,62,1,0,202405,5,1.0,0,8,8,0.498,0.0,4,-1,0.0,0: Sin valor temático,De s/101 a s/200,2,0,1,0,0,0,0,0,1,0
PD_21000681,Notice,1,left,366.28,3,35,1,0,202406,6,2.33,1,6,8,0.4976,0.0,4,2,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,1,1,1,0
PD_21001643,Then,0,why,332.23,2,36,1,1,202309,9,1.5,1,10,10,0.4954,0.4954,3,5,0.0,0: Sin valor temático,De s/301 a s/400,4,0,1,0,0,0,1,1,1,0
PD_21003417,Message,4,project,260.68,5,44,1,1,202303,3,2.4,1,8,26,0.5274,0.5274,3,-1,10.0,10: Innovación,De s/201 a s/300,3,0,0,0,0,0,0,1,0,0
PD_21004227,Former,2,course,418.75,3,58,1,1,202302,2,1.67,1,11,13,0.498,0.498,4,2,0.0,0: Sin valor temático,De s/401 a s/500,5,0,1,0,0,0,1,1,1,0
