P_ID,P_Name,Category,Specs,Price,Nro_Ope,Edad_Prom,Flg_Hombre,Flg_Mujer,Per_VenL,Mes_Lanza,Prod_Rat,Flg_M5_post,Und_M6,Und_Ven,Afin_Hombre,Afin_Mujer,Edad_Pts,MesL_Pts
PD_21007877,Shake,"Home Appliance",doctor,442.74,3,41,1,1,202304,4,3,0,8,24,0.5274,0.5274,2,5
PD_21001370,Yes,Fitness,figure,326.27,4,50,1,1,202311,11,2,1,8,21,0.5248,0.5248,3,-1
PD_21007071,Film,Fitness,difference,26.54,3,44,0,1,202408,8,1,1,18,28,0.0000,0.5248,4,5
PD_21000577,To,Fitness,worker,292.97,3,66,0,1,202405,5,2,1,12,17,0.0000,0.5248,6,-1
PD_21000149,List,Electronics,machine,197.27,1,19,0,1,202307,7,4,0,5,5,0.0000,0.4976,6,0
PD_21000208,Bring,Books,region,129,3,42,1,1,202312,12,1,0,2,18,0.4954,0.4954,4,0
PD_21000694,Four,Fashion,worry,429.82,1,39,0,1,202404,4,1,0,7,7,0.0000,0.4980,3,5
PD_21000743,Final,Fitness,as,381.37,6,43,0,1,202308,8,3.5,0,7,36,0.0000,0.5248,4,5
PD_21001435,Whose,"Home Appliance",religious,462.84,1,65,1,0,202411,11,5,0,2,2,0.5274,0.0000,5,-4
PD_21001758,Drive,Fashion,type,149.98,1,34,1,0,202312,12,1,0,2,2,0.4980,0.0000,6,2
PD_21002231,People,Fashion,fund,219.53,1,37,1,0,202309,9,5,0,5,5,0.4980,0.0000,3,5
PD_21002330,Need,Fitness,worker,154.63,4,36,1,1,202305,5,1.75,0,1,4,0.5248,0.5248,2,-1
PD_21002471,Laugh,Electronics,simply,301.3,3,61,1,1,202305,5,2.33,0,2,9,0.4976,0.4976,1,2
PD_21003442,Research,Fitness,apply,320.53,1,44,0,1,202404,4,5,0,6,6,0.0000,0.5248,4,5
PD_21006035,Plant,Books,stock,142.98,2,31,1,1,202311,11,1.5,0,3,5,0.4954,0.4954,7,2
PD_21006146,Kid,Fitness,fact,109.2,3,36,0,1,202305,5,1.67,0,5,11,0.0000,0.5248,2,-1
PD_21006944,Card,Fashion,year,90.62,2,64,1,1,202304,4,3.5,0,1,11,0.4980,0.4980,5,5
PD_21008133,Same,"Home Appliance",with,232.37,1,45,0,1,202312,12,3,0,10,10,0.0000,0.5274,3,1
PD_21008646,Community,Fitness,together,124.84,4,53,1,1,202301,1,2.5,0,3,24,0.5248,0.5248,3,2
PD_21009761,Spend,Fashion,local,498.92,1,61,1,0,202303,3,1,0,8,8,0.4980,0.0000,4,2
PD_21009917,Not,Fitness,I,286.54,6,50,1,1,202304,4,3,0,10,45,0.5248,0.5248,3,5
PD_21009971,Yet,"Home Appliance",them,366.46,2,22,0,1,202312,12,2,0,7,14,0.0000,0.5274,6,1
PD_21001931,Mr,Books,benefit,28.84,4,39,1,1,202302,2,1.75,0,4,28,0.4954,0.4954,3,1
PD_21003800,Agreement,Books,try,105.48,2,25,1,0,202311,11,1,0,1,5,0.4954,0.0000,6,2
PD_21006889,Case,Books,picture,92.62,5,30,0,1,202310,10,2.8,0,6,30,0.0000,0.4954,7,5
PD_21007603,Fast,Fashion,get,49.85,4,35,1,1,202312,12,1.75,1,9,21,0.4980,0.4980,3,2
PD_21008556,Perhaps,Books,game,184.81,4,32,1,1,202307,7,1,0,2,30,0.4954,0.4954,7,5
PD_21000580,Trade,Electronics,analysis,464.61,3,49,1,1,202303,3,3.67,0,6,22,0.4976,0.4976,3,1
PD_21000655,Bar,Fashion,film,57,3,51,0,1,202306,6,2.67,0,2,20,0.0000,0.4980,2,0
PD_21002800,To,Electronics,success,93.38,5,56,1,1,202302,2,3.6,0,4,25,0.4976,0.4976,1,2
PD_21003001,Interest,Fitness,help,164.75,2,29,1,0,202412,12,2,0,9,18,0.5248,0.0000,7,2
PD_21003598,Later,Books,agreement,141.74,3,35,1,1,202306,6,2.67,0,1,16,0.4954,0.4954,3,2
PD_21004889,Buy,Fitness,recognize,232.98,4,51,1,1,202310,10,4,0,4,16,0.5248,0.5248,3,2
PD_21005570,Provide,Books,best,286.47,4,62,0,1,202404,4,2.75,0,10,16,0.0000,0.4954,1,2
PD_21006108,Of,Fashion,drop,233.02,3,24,1,1,202312,12,4,0,9,13,0.4980,0.4980,7,2
PD_21007888,Three,"Home Appliance",experience,93.36,2,39,0,1,202409,9,2,0,2,4,0.0000,0.5274,2,2
PD_21008924,Reality,"Home Appliance",foreign,409.42,6,32,1,1,202301,1,1.67,0,8,29,0.5274,0.5274,7,5
PD_21009708,Situation,Fashion,and,185.36,1,62,1,0,202405,5,1,0,8,8,0.4980,0.0000,4,-1
PD_21000681,Notice,Electronics,left,366.28,3,35,1,0,202406,6,2.33,1,6,8,0.4976,0.0000,4,2
PD_21001643,Then,Books,why,332.23,2,36,1,1,202309,9,1.5,1,10,10,0.4954,0.4954,3,5
PD_21003417,Message,"Home Appliance",project,260.68,5,44,1,1,202303,3,2.4,1,8,26,0.5274,0.5274,3,-1
PD_21004227,Former,Fashion,course,418.75,3,58,1,1,202302,2,1.67,1,11,13,0.4980,0.4980,4,2
PD_21008047,Move,Electronics,candidate,308.13,3,39,1,1,202406,6,2.33,1,18,18,0.4976,0.4976,4,2
PD_21000925,Type,Fitness,break,207.85,4,52,1,0,202407,7,3.75,1,8,13,0.5248,0.0000,3,2
PD_21005055,Officer,Fashion,protect,402.94,2,47,0,1,202405,5,2.5,1,19,19,0.0000,0.4980,1,-1
PD_21007685,Congress,Electronics,far,33.44,3,26,1,1,202307,7,0.67,1,3,5,0.4976,0.4976,7,0
PD_21000353,Suggest,Fashion,important,107.46,3,51,1,1,202307,7,1.33,1,13,23,0.4980,0.4980,2,-1
PD_21006462,Money,Books,school,293.63,4,53,1,1,202408,8,1.5,1,17,24,0.4954,0.4954,2,2
PD_21009627,Food,Electronics,truth,355.83,5,49,0,1,202311,11,3,1,13,36,0.0000,0.4976,3,-1
PD_21008101,Above,"Home Appliance",present,186.01,3,35,1,1,202410,10,4.33,1,20,30,0.5274,0.5274,2,2
PD_21002333,Car,Electronics,officer,278.41,3,53,1,1,202408,8,3.33,1,12,16,0.4976,0.4976,3,4
PD_21009506,Too,"Home Appliance",case,59.95,2,41,1,1,202406,6,0.5,1,15,15,0.5274,0.5274,2,2
PD_21001229,Many,Electronics,activity,318.29,3,37,1,1,202307,7,2.67,1,7,12,0.4976,0.4976,4,0
PD_21008236,Collection,Electronics,concern,17.47,6,41,1,1,202305,5,2,1,13,38,0.4976,0.4976,4,2
PD_21000137,Ball,Fitness,would,140.56,1,60,1,0,202306,6,2,0,5,5,0.5248,0.0000,1,2
PD_21001460,Policy,Books,recently,197.03,1,63,0,1,202403,3,2,0,1,1,0.0000,0.4954,5,2
PD_21002019,On,"Home Appliance",with,163.26,2,49,1,0,202401,1,2.5,0,4,8,0.5274,0.0000,4,5
PD_21002122,Well,Electronics,ten,191.93,3,67,0,1,202305,5,2,0,5,15,0.0000,0.4976,5,2
PD_21002218,Window,"Home Appliance",at,25.38,2,49,1,0,202309,9,4.5,0,5,10,0.5274,0.0000,4,2
PD_21004164,Dream,Electronics,case,486.55,2,32,1,0,202312,12,3.5,0,8,16,0.4976,0.0000,7,2
PD_21004353,Instead,Fashion,series,262.27,2,67,1,0,202304,4,2,0,1,2,0.4980,0.0000,5,5
PD_21004663,Animal,Fitness,what,316.07,3,40,1,1,202308,8,3,0,6,24,0.5248,0.5248,2,5
PD_21005389,Decade,Fashion,bad,154.85,2,54,1,0,202303,3,3.5,0,1,2,0.4980,0.0000,2,2
PD_21005876,Nor,Fashion,face,466.73,3,50,1,1,202309,9,2.33,0,5,18,0.4980,0.4980,2,5
PD_21006297,They,"Home Appliance",Mr,391.9,3,34,0,1,202310,10,1.67,0,4,14,0.0000,0.5274,7,2
PD_21007529,Determine,"Home Appliance",too,235.37,3,56,1,0,202301,1,2.33,0,6,17,0.5274,0.0000,1,5
PD_21007621,Though,Electronics,meet,124.24,6,40,1,1,202310,10,3,0,7,48,0.4976,0.4976,4,4
PD_21008035,Star,Books,federal,284.64,5,47,1,1,202302,2,1.6,0,1,12,0.4954,0.4954,4,1
PD_21008702,His,Electronics,cause,390.04,1,54,1,0,202404,4,1,0,1,1,0.4976,0.0000,3,2
PD_21008741,Painting,"Home Appliance",moment,136.17,3,51,1,1,202311,11,1.67,0,7,22,0.5274,0.5274,4,-4
PD_21008963,Drive,"Home Appliance",rule,416.06,1,26,1,0,202404,4,2,0,6,6,0.5274,0.0000,7,5
PD_21009058,Employee,Electronics,response,382.6,2,53,1,0,202307,7,2,0,3,6,0.4976,0.0000,3,0
PD_21009985,Group,"Home Appliance",day,436.29,1,32,0,1,202302,2,2,0,3,3,0.0000,0.5274,7,2
PD_21004966,Treat,Books,tree,355.82,4,42,1,1,202303,3,0.75,0,6,23,0.4954,0.4954,4,2
PD_21007241,Newspaper,"Home Appliance",ahead,438.81,2,32,0,1,202405,5,3,0,2,4,0.0000,0.5274,7,-1
PD_21000849,Opportunity,"Home Appliance",raise,192.16,4,63,1,1,202302,2,1.25,0,3,19,0.5274,0.5274,5,2
PD_21000974,Beautiful,Electronics,front,30.53,2,54,1,1,202304,4,4,0,3,8,0.4976,0.4976,3,2
PD_21004045,Collection,Electronics,beat,178.18,5,52,1,0,202304,4,3.6,0,1,25,0.4976,0.0000,3,2
PD_21006918,Mouth,"Home Appliance",member,57.29,3,40,1,1,202305,5,2.67,0,5,11,0.5274,0.5274,2,-1
PD_21007222,Consider,Electronics,response,12.69,3,52,1,0,202305,5,1.67,0,2,13,0.4976,0.0000,3,2
PD_21006862,Imagine,"Home Appliance",community,326.23,3,65,1,0,202301,1,2.33,0,2,6,0.5274,0.0000,5,5
PD_21000751,Smile,Fitness,music,286.27,2,50,1,0,202311,11,4,0,2,4,0.5248,0.0000,3,-1
PD_21001969,Never,Fitness,beyond,456.94,3,49,0,1,202311,11,2.67,0,8,24,0.0000,0.5248,3,-1
PD_21002829,Measure,Fashion,commercial,283.29,2,28,1,0,202407,7,4,0,10,20,0.4980,0.0000,6,-1
PD_21003059,Finally,Fashion,moment,137.18,1,47,0,1,202405,5,4,0,5,5,0.0000,0.4980,1,-1
PD_21003087,Cold,Fashion,degree,130.34,1,64,1,0,202401,1,3,0,8,8,0.4980,0.0000,5,3
PD_21003388,Necessary,"Home Appliance",lay,249.61,1,28,0,1,202402,2,2,0,8,8,0.0000,0.5274,7,2
PD_21003757,Religious,Electronics,which,157.6,4,45,1,0,202408,8,3.75,0,6,24,0.4976,0.0000,2,4
PD_21004089,Media,Fitness,fast,213.16,2,68,0,1,202310,10,3.5,0,1,2,0.0000,0.5248,6,2
PD_21004119,Director,Books,similar,315.68,5,49,1,1,202302,2,2.2,0,2,32,0.4954,0.4954,2,1
PD_21004167,Baby,Electronics,plant,258.1,1,26,1,0,202305,5,2,0,9,9,0.4976,0.0000,7,2
PD_21004204,Less,Books,after,409.1,1,36,0,1,202310,10,3,0,6,6,0.0000,0.4954,3,5
PD_21004207,Offer,Electronics,participant,131.22,3,34,1,1,202405,5,2.33,0,9,19,0.4976,0.4976,7,2
PD_21004383,Parent,Electronics,side,417.22,1,42,1,0,202402,2,4,0,9,9,0.4976,0.0000,2,2
PD_21005057,Remain,Fashion,director,406.18,2,38,1,0,202404,4,3.5,0,5,10,0.4980,0.0000,3,5
PD_21005508,International,Fitness,end,233,3,50,1,1,202303,3,2.67,0,6,18,0.5248,0.5248,3,2
PD_21005997,Reflect,Fashion,kitchen,300.42,2,31,1,0,202401,1,3.5,0,2,4,0.4980,0.0000,6,3
PD_21006217,Crime,Books,clear,344.56,2,66,1,0,202405,5,3,0,7,14,0.4954,0.0000,5,6
PD_21006495,Nature,Books,few,224.98,5,41,0,1,202401,1,4.8,0,6,30,0.0000,0.4954,3,1
PD_21006603,Country,Fashion,skill,384.91,2,70,0,1,202408,8,3,0,3,6,0.0000,0.4980,5,2
PD_21006886,Left,Fashion,image,344.43,3,53,1,0,202403,3,1,0,2,12,0.4980,0.0000,2,2
PD_21007385,Particular,Fitness,western,148,2,45,0,1,202312,12,3,0,1,2,0.0000,0.5248,4,2
PD_21007852,Before,"Home Appliance",most,298.21,4,23,0,1,202409,9,2.75,0,1,4,0.0000,0.5274,6,2
PD_21008557,That,"Home Appliance",method,364.97,3,40,1,1,202301,1,1.67,0,8,21,0.5274,0.5274,2,5
PD_21009356,Fly,Fashion,director,451.64,3,64,0,1,202303,3,3.33,0,2,6,0.0000,0.4980,5,2
PD_21001577,Soldier,Electronics,crime,159.47,4,26,1,0,202302,2,2.25,0,9,12,0.4976,0.0000,7,2
PD_21002015,Report,"Home Appliance",fill,250.31,4,49,1,1,202308,8,2.25,0,2,14,0.5274,0.5274,4,2
PD_21003261,Trip,Fashion,charge,32.13,3,68,1,0,202403,3,3,0,3,9,0.4980,0.0000,5,2
PD_21003840,Ahead,"Home Appliance",director,70.18,2,46,1,0,202301,1,5,0,7,9,0.5274,0.0000,3,5
PD_21004163,Nice,Electronics,economic,471,3,34,0,1,202312,12,1.33,0,10,20,0.0000,0.4976,7,2
PD_21006011,Find,Electronics,father,379.78,1,64,0,1,202412,12,4,0,2,2,0.0000,0.4976,5,2
PD_21007465,Lay,Books,act,166.48,3,63,0,1,202310,10,1.33,0,2,6,0.0000,0.4954,5,5
PD_21007678,Newspaper,Fitness,government,396.1,5,41,1,1,202307,7,4,0,14,38,0.5248,0.5248,2,2
PD_21007777,Increase,Fitness,view,365.23,3,48,1,0,202303,3,2,0,2,6,0.5248,0.0000,4,2
PD_21009312,Live,Fitness,child,35.69,5,43,1,1,202301,1,2.6,0,6,18,0.5248,0.5248,4,2
PD_21009464,Subject,"Home Appliance",wait,322.13,2,47,1,1,202403,3,1.5,0,7,14,0.5274,0.5274,3,-1
PD_21009779,Notice,Books,purpose,73.56,4,44,1,1,202302,2,2.25,0,5,19,0.4954,0.4954,4,1
PD_21008056,Financial,Electronics,together,10.48,3,52,1,1,202302,2,4,0,10,16,0.4976,0.4976,3,2
PD_21003664,Mention,Electronics,call,231.89,3,27,0,1,202309,9,3.67,1,10,16,0.0000,0.4976,7,2
PD_21002083,Choice,"Home Appliance",whole,302.16,6,47,1,1,202302,2,3.5,1,11,43,0.5274,0.5274,3,2
PD_21001878,Rock,Fitness,follow,486.65,5,47,1,0,202305,5,2.4,1,11,23,0.5248,0.0000,4,-1
PD_21003298,Hand,Books,body,320.4,3,43,0,1,202307,7,3.67,1,10,15,0.0000,0.4954,4,5
PD_21001517,Difference,Electronics,pressure,347.73,4,52,0,1,202304,4,3.25,0,2,13,0.0000,0.4976,3,2
PD_21002439,Organization,Electronics,hair,334.75,2,26,0,1,202412,12,4,0,9,18,0.0000,0.4976,7,2
PD_21002877,Week,Electronics,view,23.62,2,25,0,1,202408,8,4,0,9,18,0.0000,0.4976,6,4
PD_21004452,Indicate,Electronics,class,256.22,1,60,1,0,202401,1,4,0,9,9,0.4976,0.0000,1,5
PD_21004574,Act,Electronics,morning,87.97,2,68,1,0,202305,5,1.5,0,6,12,0.4976,0.0000,5,2
PD_21004704,Big,Fitness,local,365.77,2,58,1,1,202301,1,2,0,6,8,0.5248,0.5248,1,2
PD_21004710,Ago,Books,floor,413.32,1,40,1,0,202303,3,4,0,7,7,0.4954,0.0000,3,2
PD_21004991,Realize,Books,it,495.69,4,33,0,1,202311,11,4.25,0,6,22,0.0000,0.4954,7,2
PD_21005032,International,Electronics,first,400.15,2,37,0,1,202308,8,3,0,8,16,0.0000,0.4976,4,4
PD_21005484,Serve,"Home Appliance",Democrat,298.43,2,20,1,0,202401,1,4,0,6,12,0.5274,0.0000,6,5
PD_21005593,Experience,Books,high,144.31,5,44,1,0,202411,11,2,0,10,21,0.4954,0.0000,4,2
PD_21005600,Father,"Home Appliance",mission,175.52,4,39,0,1,202305,5,1.5,0,6,16,0.0000,0.5274,2,-1
PD_21007325,Marriage,Books,produce,437.4,2,35,1,1,202301,1,1,0,8,15,0.4954,0.4954,3,1
PD_21007422,Kitchen,Fashion,have,261.81,2,35,0,1,202404,4,2.5,0,9,18,0.0000,0.4980,3,5
PD_21007592,Mother,"Home Appliance",remember,53.36,1,69,0,1,202404,4,3,0,7,7,0.0000,0.5274,5,5
PD_21000158,Decade,"Home Appliance",attorney,417.54,1,27,1,0,202306,6,2,0,3,3,0.5274,0.0000,7,2
PD_21004098,Field,Fashion,strategy,383,2,59,0,1,202301,1,3.5,0,1,2,0.0000,0.4980,4,3
PD_21005169,Per,"Home Appliance",option,313.14,3,38,1,1,202302,2,2,0,3,9,0.5274,0.5274,2,2
PD_21005292,Site,Fitness,military,43.66,3,43,1,0,202405,5,2.33,0,7,21,0.5248,0.0000,4,-1
PD_21005366,Seem,Fitness,offer,435.41,4,57,0,1,202301,1,3,0,1,6,0.0000,0.5248,1,2
PD_21005644,Bar,"Home Appliance",should,346.31,5,55,1,1,202303,3,2.8,0,7,32,0.5274,0.5274,4,-1
PD_21007776,Care,"Home Appliance",enough,24.84,3,26,1,1,202405,5,2,0,5,13,0.5274,0.5274,7,-1
PD_21008202,Sport,Books,minute,399.76,1,39,0,1,202308,8,3,0,1,1,0.0000,0.4954,3,2
PD_21009249,Political,Books,produce,446.91,3,28,1,1,202309,9,3.33,0,9,20,0.4954,0.4954,7,5
PD_21001439,Second,"Home Appliance",without,427.96,1,51,0,1,202402,2,5,0,4,4,0.0000,0.5274,4,2
PD_21002702,Top,Books,cut,83.31,1,38,1,0,202407,7,4,0,8,8,0.4954,0.0000,3,5
PD_21006384,See,Books,think,185.18,5,56,1,1,202301,1,2.6,0,2,18,0.4954,0.4954,1,1
PD_21006740,Clearly,Fashion,PM,264.35,2,47,1,1,202302,2,2.5,0,9,12,0.4980,0.4980,1,2
PD_21006816,Technology,Electronics,bag,446.34,2,26,1,0,202412,12,5,0,7,14,0.4976,0.0000,7,2
PD_21008554,Season,Fashion,cut,243.96,2,55,1,1,202405,5,3,0,5,9,0.4980,0.4980,2,-1
PD_21009318,Bill,Electronics,still,272.71,2,47,0,1,202412,12,2.5,0,4,8,0.0000,0.4976,2,2
PD_21004074,Talk,Books,clearly,316.01,2,41,1,1,202305,5,2.5,1,10,10,0.4954,0.4954,3,6
PD_21002843,Dog,Electronics,pattern,74.3,3,45,1,1,202302,2,2.33,1,7,11,0.4976,0.4976,2,2
PD_21001823,Key,Fashion,market,249.07,3,38,1,1,202403,3,4.33,1,13,14,0.4980,0.4980,3,2
PD_21000509,Position,Fashion,ground,223.93,6,38,1,1,202301,1,3.67,0,6,33,0.4980,0.4980,3,3
PD_21000669,So,Fitness,interest,105.71,8,47,0,1,202303,3,2.75,0,10,48,0.0000,0.5248,4,2
PD_21000670,Management,"Home Appliance",tough,127.87,1,22,0,1,202402,2,1,0,2,2,0.0000,0.5274,6,2
PD_21001161,American,Fashion,if,244.09,2,46,1,0,202301,1,3,0,1,2,0.4980,0.0000,1,3
PD_21001381,Human,"Home Appliance",government,446.15,1,54,0,1,202301,1,1,0,4,4,0.0000,0.5274,4,5
PD_21001482,Get,Fitness,series,396.08,1,63,0,1,202405,5,3,0,1,1,0.0000,0.5248,6,-1
PD_21001511,Pass,Books,experience,426.62,4,51,1,1,202305,5,1.5,0,12,22,0.4954,0.4954,2,6
PD_21001539,Run,Electronics,American,200.65,5,53,0,1,202309,9,3,0,1,11,0.0000,0.4976,3,2
PD_21001552,Congress,Fashion,year,16.05,2,43,0,1,202310,10,2,0,5,13,0.0000,0.4980,1,5
PD_21002857,Easy,Fashion,only,31.52,2,19,1,0,202302,2,3.5,0,1,2,0.4980,0.0000,7,2
PD_21003291,Each,"Home Appliance",often,361.39,1,25,0,1,202411,11,2,0,10,10,0.0000,0.5274,6,-4
PD_21003376,Class,Electronics,entire,468.44,3,60,1,0,202301,1,1.33,0,7,24,0.4976,0.0000,1,5
PD_21004411,Suggest,Fitness,rather,230.06,6,23,1,1,202303,3,2,0,3,24,0.5248,0.5248,5,2
PD_21004866,Place,Fashion,arm,229.67,1,31,0,1,202302,2,5,0,10,10,0.0000,0.4980,6,2
PD_21005263,Theory,Fitness,yet,411.68,1,31,1,0,202408,8,4,0,9,9,0.5248,0.0000,7,5
PD_21005598,Beyond,Fitness,decade,150.64,1,45,0,1,202311,11,2,0,8,8,0.0000,0.5248,4,-1
PD_21006238,Sure,Fashion,actually,360.96,3,65,1,0,202310,10,1.67,0,3,7,0.4980,0.0000,5,5
PD_21006688,Catch,Fitness,nation,202.04,3,44,1,1,202308,8,3.33,0,10,20,0.5248,0.5248,4,5
PD_21007486,City,Fitness,social,67.69,2,50,1,1,202312,12,1,0,5,14,0.5248,0.5248,3,2
PD_21007798,Picture,Fitness,truth,260.13,9,42,1,1,202309,9,2.44,0,3,57,0.5248,0.5248,4,2
PD_21007811,Audience,"Home Appliance",no,210.75,1,37,0,1,202305,5,4,0,2,2,0.0000,0.5274,2,-1
PD_21007988,Big,"Home Appliance",production,298.34,2,34,1,0,202411,11,2,0,4,8,0.5274,0.0000,7,-4
PD_21008013,Control,"Home Appliance",require,179.78,3,31,0,1,202309,9,1.67,0,1,3,0.0000,0.5274,7,2
PD_21008093,Official,Fitness,blood,271.61,3,24,0,1,202411,11,3.33,0,6,18,0.0000,0.5248,5,-1
PD_21009837,Be,"Home Appliance",million,432.91,4,26,1,0,202303,3,1.25,0,4,25,0.5274,0.0000,7,-1
PD_21009897,Win,Books,assume,356.78,4,53,0,1,202402,2,3,0,2,8,0.0000,0.4954,2,1
PD_21001601,Tv,Electronics,soldier,190.79,3,18,0,1,202311,11,3,0,9,27,0.0000,0.4976,6,-1
PD_21001660,Vote,Electronics,deep,54.46,3,44,1,1,202301,1,3,0,4,22,0.4976,0.4976,2,5
PD_21002110,Answer,Fashion,quite,134.14,3,50,1,1,202301,1,3.33,0,7,23,0.4980,0.4980,2,3
PD_21002743,Know,"Home Appliance",top,109.11,1,20,1,0,202407,7,4,0,9,9,0.5274,0.0000,6,-1
PD_21004416,Line,Electronics,lead,215.92,4,46,0,1,202302,2,2,0,5,20,0.0000,0.4976,2,2
PD_21005102,Boy,Fashion,home,405.2,6,39,0,1,202310,10,3.33,0,2,24,0.0000,0.4980,3,5
PD_21005328,Operation,Electronics,note,225.27,2,39,0,1,202301,1,1,0,3,4,0.0000,0.4976,4,5
PD_21006698,Choice,"Home Appliance",never,120,4,66,0,1,202312,12,3.25,0,1,4,0.0000,0.5274,5,1
PD_21007252,Along,Fashion,home,498.8,1,25,1,0,202306,6,4,0,9,9,0.4980,0.0000,7,0
PD_21008195,Most,Electronics,fast,203.52,2,48,1,1,202312,12,0.5,0,7,16,0.4976,0.4976,2,2
PD_21008547,Indeed,Electronics,perhaps,88.15,3,58,1,1,202305,5,3.67,0,6,15,0.4976,0.4976,1,2
PD_21000319,Fill,Electronics,authority,45.42,4,38,1,1,202403,3,2,0,6,22,0.4976,0.4976,4,1
PD_21001209,Near,Fitness,politics,310.6,3,47,1,1,202311,11,1.33,1,11,16,0.5248,0.5248,4,-1
PD_21002392,Citizen,"Home Appliance",age,44.98,1,54,0,1,202401,1,4,0,10,10,0.0000,0.5274,4,5
PD_21002481,Life,Fitness,artist,16.96,1,21,1,0,202407,7,4,0,10,10,0.5248,0.0000,5,2
PD_21003533,Common,Books,whose,356.09,3,42,1,0,202306,6,1,0,8,17,0.4954,0.0000,4,2
PD_21007000,Next,Books,institution,61.29,1,19,1,0,202410,10,2,0,9,9,0.4954,0.0000,6,5
PD_21006309,Task,Fitness,change,276.71,5,56,0,1,202302,2,3.2,0,6,26,0.0000,0.5248,1,-1
PD_21002594,Window,Electronics,partner,48.96,2,38,1,0,202302,2,3.5,1,3,3,0.4976,0.0000,4,2
PD_21007703,Fast,Fitness,plan,52.76,4,43,1,0,202308,8,2.25,1,6,16,0.5248,0.0000,4,5
PD_21006197,Street,Fitness,heavy,12.33,4,38,1,1,202406,6,2.75,1,13,17,0.5248,0.5248,2,2
PD_21009665,Rock,Fashion,speak,51.57,6,37,1,1,202407,7,1.67,1,32,52,0.4980,0.4980,3,-1
PD_21002603,Especially,Books,out,309.98,4,43,1,1,202309,9,4.5,1,7,15,0.4954,0.4954,4,5
PD_21003373,Little,"Home Appliance",walk,258.87,3,22,1,1,202305,5,1.33,1,13,18,0.5274,0.5274,6,-1
PD_21008505,Growth,Fashion,good,177.18,3,37,1,1,202407,7,3.33,1,11,20,0.4980,0.4980,3,-1
PD_21007824,Look,Books,allow,123.26,3,56,1,0,202409,9,3.33,1,13,23,0.4954,0.0000,1,5
PD_21009349,Ready,Fashion,right,65.25,5,30,0,1,202304,4,3.4,1,15,39,0.0000,0.4980,6,5
PD_21006096,To,Fitness,out,464.8,4,28,1,1,202309,9,3.25,1,11,29,0.5248,0.5248,7,2
PD_21000479,Agree,Fashion,product,233.84,6,39,1,1,202307,7,2.33,1,17,49,0.4980,0.4980,3,-1
PD_21002318,Section,Fashion,its,287.56,3,46,1,1,202307,7,0.67,1,12,19,0.4980,0.4980,1,-1
PD_21003212,Resource,"Home Appliance",unit,209.86,5,51,1,1,202305,5,2.8,1,24,22,0.5274,0.5274,4,-1
PD_21004620,Unit,Fitness,wife,321.98,5,38,1,1,202303,3,2.6,1,20,47,0.5248,0.5248,2,2
PD_21000552,Before,"Home Appliance",chance,258.96,2,45,0,1,202404,4,2.5,1,12,12,0.0000,0.5274,3,5
PD_21007052,For,Books,billion,49.98,4,45,1,1,202312,12,2.5,1,7,14,0.4954,0.4954,4,0
PD_21004727,How,Books,pretty,226.72,4,37,1,1,202409,9,2.25,1,10,18,0.4954,0.4954,3,5
PD_21006152,Loss,Books,successful,393.07,2,58,1,1,202408,8,4,1,14,14,0.4954,0.4954,1,2
PD_21006976,Bar,Fashion,want,353.3,7,42,1,1,202302,2,2.29,1,14,37,0.4980,0.4980,1,2
PD_21008652,Investment,Books,team,395.03,5,51,1,1,202311,11,3,1,10,25,0.4954,0.4954,2,2
PD_21004181,Act,"Home Appliance",week,274.93,3,44,1,1,202306,6,3.33,1,6,10,0.5274,0.5274,3,2
PD_21003471,Vote,Fashion,among,462.12,9,43,1,1,202303,3,3,1,5,58,0.4980,0.4980,1,2
PD_21002708,Real,Fitness,mention,193.99,3,47,0,1,202307,7,2.33,1,13,23,0.0000,0.5248,4,2
PD_21004648,Prevent,Fitness,account,315.39,8,43,1,1,202302,2,2,1,10,40,0.5248,0.5248,4,-1
PD_21006597,Different,Electronics,professor,281.93,2,44,0,1,202304,4,2,1,8,8,0.0000,0.4976,2,2
PD_21000684,War,Books,listen,154.97,2,70,0,1,202403,3,1.5,0,1,2,0.0000,0.4954,5,2
PD_21001355,First,"Home Appliance",action,13.3,3,41,1,0,202406,6,3.67,0,9,27,0.5274,0.0000,2,2
PD_21002455,Voice,Fashion,exist,436.53,3,34,0,1,202305,5,3,0,10,14,0.0000,0.4980,6,-1
PD_21003482,Player,Fitness,life,414.4,1,25,0,1,202404,4,2,0,1,1,0.0000,0.5248,5,5
PD_21005010,Sense,Fitness,would,297.46,4,38,1,1,202302,2,3,0,5,15,0.5248,0.5248,2,-1
PD_21006000,Another,Fitness,series,342.76,2,62,1,0,202402,2,3,0,8,16,0.5248,0.0000,1,-1
PD_21006117,Actually,Fitness,decade,28.7,1,52,0,1,202307,7,5,0,5,5,0.0000,0.5248,3,2
PD_21006849,Few,Fitness,job,270.65,2,29,0,1,202412,12,3.5,0,2,4,0.0000,0.5248,7,2
PD_21007275,Word,Electronics,lose,262.92,1,18,1,0,202309,9,3,0,4,4,0.4976,0.0000,6,2
PD_21007309,Follow,Fitness,pattern,315.06,1,49,0,1,202406,6,1,0,6,6,0.0000,0.5248,3,2
PD_21008108,Me,Electronics,truth,56.54,3,19,0,1,202411,11,3.67,0,1,3,0.0000,0.4976,6,-1
